,irs3m,irs6m,irs9m,irs1yr,irs2yr,irs3yr,irs4yr,irs5yr,irs7yr,irs10yr,overnight,fed,us10yr,tiie28,mxn,g1yr,g2yr,g3yr,g5yr,g10yr,g20yr,g30yr
,MPSWC BGN Curncy,MPSWF BGN Curncy,MPSWI BGN Curncy,MPSW1A BGN Curncy,MPSW2B BGN Curncy,MPSW3C BGN Curncy,MPSW4D BGN Curncy,MPSW5E BGN Curncy,MPSW7G BGN Curncy,MPSW10K BGN Curncy,MXONBR Index,FDTR Index,USGG10YR Index,MXIBTIIE Index,MXN Curncy,GMXN01YR Index,GMXN02YR Index,GMXN03YR Index,GMXN05YR Index,GMXN10YR Index,GMXN20YR Index,GMXN30YR Index
,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
#¿NOMBRE?,4.97,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?
06/02/2020,7.2850,7.1200,7.0000,6.8600,6.5600,6.4600,6.4450,6.4500,6.5400,6.6700,7.2500,1.7500,1.6422,7.4915,18.6572,6.5220,6.6290,6.5560,6.5620,6.6640,6.9180,6.9660
07/02/2020,7.2800,7.0950,6.9750,6.8300,6.5250,6.4250,6.4100,6.4150,6.5050,6.6400,7.2500,1.7500,1.5834,7.4892,18.7656,6.5030,6.6000,6.5190,6.5370,6.6510,6.9070,6.9580
10/02/2020,7.2750,7.0850,6.9550,6.8050,6.4850,6.3750,6.3550,6.3600,6.4450,6.5850,7.2500,1.7500,1.5696,7.4875,18.6977,6.4630,6.4470,6.4830,6.4920,6.6060,6.8660,6.9190
11/02/2020,7.2650,7.0750,6.9500,6.8050,6.4950,6.3850,6.3550,6.3600,6.4400,6.5700,7.2500,1.7500,1.6006,7.4837,18.6573,6.4580,6.5840,6.4710,6.4810,6.5760,6.8380,6.8950
12/02/2020,7.2750,7.0950,6.9650,6.8450,6.5500,6.4375,6.4100,6.4150,6.4850,6.6100,7.2500,1.7500,1.6333,7.4812,18.6207,6.4880,6.5880,6.4950,6.5020,6.5970,6.8420,6.8990
13/02/2020,7.2600,7.0825,6.9500,6.8350,6.5600,6.4450,6.4100,6.4100,6.4800,6.5900,7.0000,1.7500,1.6173,7.4500,18.5993,6.5170,6.6370,6.5240,6.5170,6.5900,6.8250,6.8920
14/02/2020,7.2200,7.0500,6.9100,6.7900,6.5300,6.4275,6.3975,6.3900,6.4550,6.5650,7.0000,1.7500,1.5848,7.3300,18.5415,6.5140,6.6360,6.5240,6.5200,6.5760,6.7810,6.8400
17/02/2020,7.2200,7.0500,6.9150,6.8000,6.5350,6.4250,6.4030,6.3950,6.4650,6.5700,7.0000,1.7500,1.5848,7.3150,18.5561,6.5250,6.5910,6.5370,6.5200,6.5850,6.7870,6.8470
18/02/2020,7.2300,7.0550,6.9000,6.7750,6.5300,6.4300,6.4050,6.4000,6.4700,6.5800,7.0000,1.7500,1.5610,7.3100,18.5890,6.5080,6.6180,6.5160,6.4930,6.5530,6.7650,6.8210
19/02/2020,7.2200,7.0450,6.8850,6.7450,6.5050,6.4050,6.3700,6.3650,6.4300,6.5350,7.0000,1.7500,1.5661,7.3050,18.5634,6.4680,6.5960,6.4760,6.4570,6.5360,6.7430,6.7950
20/02/2020,7.2250,7.0600,6.9000,6.7700,6.5400,6.4450,6.4100,6.4100,6.4750,6.5850,7.0000,1.7500,1.5152,7.3012,18.8329,6.4770,6.5780,6.4680,6.4630,6.5600,6.7620,6.8370
21/02/2020,7.2200,7.0350,6.8800,6.7500,6.5400,6.4475,6.4100,6.4050,6.4512,6.5650,7.0000,1.7500,1.4713,7.3030,18.8954,6.4820,6.6010,6.4580,6.4530,6.5480,6.7750,6.8440
24/02/2020,7.2150,7.0350,6.8700,6.7250,6.5050,6.4150,6.3800,6.3700,6.4300,6.5300,7.0000,1.7500,1.3705,7.3015,19.0701,6.4450,6.4080,6.3940,6.4050,6.5190,6.7670,6.8310
25/02/2020,7.2100,7.0350,6.8700,6.7200,6.4950,6.4150,6.3750,6.3600,6.4150,6.5150,7.0000,1.7500,1.3521,7.3000,19.0788,6.4470,6.5470,6.3890,6.3860,6.4860,6.7520,6.8150
26/02/2020,7.2000,7.0250,6.8700,6.7300,6.5050,6.4350,6.4050,6.3950,6.4650,6.5650,7.0000,1.7500,1.3371,7.2950,19.2813,6.4800,6.5480,6.4010,6.4060,6.5400,6.7860,6.8700
27/02/2020,7.2100,7.0400,6.8850,6.7500,6.5250,6.4600,6.4525,6.4600,6.5350,6.6500,7.0000,1.7500,1.2607,7.2950,19.4988,6.5150,6.6080,6.5360,6.5440,6.6990,6.9770,7.0320
28/02/2020,7.1650,7.0250,6.8750,6.7250,6.5250,6.4950,6.5150,6.5150,6.6150,6.7450,7.0000,1.7500,1.1486,7.2925,19.6437,6.5550,6.6600,6.6220,6.6380,6.8700,7.1530,7.2150
02/03/2020,7.1150,6.8950,6.7000,6.5150,6.2650,6.2600,6.2750,6.3050,6.4250,6.5950,7.0000,1.7500,1.1632,7.2812,19.3966,6.2960,6.4560,6.3610,6.3810,6.5870,6.9350,7.0060
03/03/2020,6.9950,6.7600,6.5500,6.3350,6.0300,6.0250,6.0650,6.0900,6.2150,6.3900,7.0000,1.2500,0.9990,7.2650,19.4519,6.0990,6.2950,6.1780,6.2310,6.4500,6.8160,6.8560
04/03/2020,6.9450,6.7100,6.5050,6.2800,5.9300,5.9150,5.9550,5.9950,6.1150,6.2850,7.0000,1.2500,1.0522,7.2525,19.5373,6.0650,6.2470,6.1010,6.1070,6.3180,6.6890,6.7380
05/03/2020,6.9650,6.7550,6.5750,6.3850,6.0800,6.0500,6.0700,6.1000,6.2100,6.3600,7.0000,1.2500,0.9120,7.2412,19.8460,6.1060,6.2410,6.1460,6.1940,6.3790,6.7110,6.7840
06/03/2020,6.9700,6.7000,6.5450,6.3850,6.0950,6.0700,6.0800,6.1000,6.2000,6.3450,7.0000,1.2500,0.7623,7.2350,20.1104,6.1790,6.2810,6.2180,6.2010,6.3860,6.6910,6.7710
09/03/2020,7.0800,6.8900,6.7700,6.6100,6.3700,6.3500,6.3700,6.3800,6.4700,6.6300,7.0000,1.2500,0.5407,7.2275,20.7753,6.4190,6.4620,6.4340,6.5190,6.6960,6.9760,7.0240
10/03/2020,7.0800,6.9000,6.7800,6.6200,6.4350,6.4350,6.4700,6.4950,6.6000,6.7450,7.0000,1.2500,0.8030,7.2262,20.8342,6.5190,6.6190,6.5090,6.5590,6.8700,7.0440,7.1530
11/03/2020,7.1350,7.0600,6.9850,6.8850,6.8150,6.8550,6.9050,6.9500,7.0800,7.2500,7.0000,1.2500,0.8695,7.2175,21.3837,6.8190,6.8590,6.8440,7.0160,7.3050,7.5970,7.6530
12/03/2020,7.2100,7.2400,7.2400,7.2700,7.3300,7.4000,7.4700,7.5400,7.6400,7.8000,7.0000,1.2500,0.8042,7.2187,21.9401,7.1850,7.1030,7.1580,7.3820,7.7720,8.0170,8.0850
13/03/2020,7.1650,7.1600,7.1500,7.1400,7.1900,7.2600,7.3300,7.4000,7.5100,7.6500,7.0000,1.2500,0.9603,7.2170,21.9229,7.2680,7.0620,7.2050,7.3210,7.6870,7.9770,8.0040
16/03/2020,7.1500,7.1550,7.1600,7.1500,7.1900,7.2650,7.3250,7.3950,7.4950,7.6450,7.0000,0.2500,0.7182,7.2170,22.8804,7.2680,7.0620,7.2050,7.3210,7.6870,7.9770,8.0040
17/03/2020,6.9600,6.8600,6.8300,6.7800,6.8400,6.9600,7.0700,7.1800,7.3050,7.4700,7.0000,0.2500,1.0784,7.2100,22.9590,7.2680,7.1720,7.3800,7.5610,7.8570,8.1620,8.2250
18/03/2020,7.0600,6.9650,6.9700,6.9400,7.1100,7.2600,7.4100,7.5100,7.6300,7.8300,7.0000,0.2500,1.1915,7.2075,23.7042,7.3040,7.4480,7.5630,7.9320,8.2780,8.6410,8.7140
19/03/2020,6.9100,6.7950,6.7550,6.7000,6.7700,6.9550,7.1500,7.3100,7.4650,7.6400,7.0000,0.2500,1.1404,7.2050,24.0314,7.1860,7.2350,7.5420,7.8470,8.2140,8.5920,8.6870
20/03/2020,6.7200,6.4900,6.3850,6.2900,6.1950,6.4150,6.6400,6.8400,7.0700,7.2800,6.5000,0.2500,0.8454,7.2025,24.4189,6.7500,6.9240,6.7520,6.9460,7.4280,8.0820,8.2070
23/03/2020,6.6200,6.4000,6.2900,6.1800,6.1800,6.4200,6.7100,6.9850,7.3000,7.6000,6.5000,0.2500,0.7863,6.8150,25.3588,6.5600,6.7380,6.7950,7.0850,7.8460,8.5090,8.6590
24/03/2020,6.6050,6.3800,6.2650,6.1600,6.2400,6.4350,6.7300,7.0200,7.3500,7.6400,6.5000,0.2500,0.8466,6.7850,24.8408,6.6280,6.8240,6.9120,7.2040,8.0250,8.7080,8.8140
25/03/2020,6.5950,6.3400,6.2100,6.1000,6.1000,6.2900,6.5625,6.8500,7.1850,7.4700,6.5000,0.2500,0.8673,6.7675,23.9273,6.5210,6.7680,6.8920,7.1830,7.8870,8.5630,8.7010
26/03/2020,6.5750,6.3000,6.1350,6.0100,5.9650,6.0850,6.2950,6.5300,6.8550,7.1150,6.5000,0.2500,0.8447,6.7587,22.9454,6.3290,6.5760,6.6360,6.8680,7.3480,7.9300,8.0320
27/03/2020,6.4900,6.1900,6.0150,5.8950,5.8450,5.9750,6.1850,6.4300,6.7650,7.0150,6.5000,0.2500,0.6746,6.7487,23.3426,6.2060,6.3720,6.4170,6.6260,7.1990,7.7660,7.8470
30/03/2020,6.4900,6.1900,6.0200,5.9100,5.8850,6.0300,6.2600,6.5100,6.8650,7.1500,6.5000,0.2500,0.7264,6.7400,23.8018,6.2270,6.4200,6.3750,6.6000,7.3210,7.9300,8.0430
31/03/2020,6.4050,6.0750,5.9050,5.8050,5.7500,5.8850,6.1200,6.3750,6.7200,7.0200,6.5000,0.2500,0.6695,6.7100,23.6723,6.1250,6.3110,6.2930,6.4830,7.1190,7.9030,7.9930
01/04/2020,6.3850,6.0400,5.8700,5.7550,5.7050,5.8350,6.0600,6.3000,6.6700,6.9600,6.5000,0.2500,0.5832,6.7025,24.2388,6.0610,6.1630,6.2450,6.4430,7.1460,7.8980,7.9950
02/04/2020,6.3500,5.9400,5.7600,5.6350,5.5800,5.7250,5.9650,6.2300,6.6100,6.9350,6.5000,0.2500,0.5970,6.7000,24.2600,6.0070,6.1090,6.1650,6.3510,7.2290,8.0850,8.2460
03/04/2020,6.3500,5.9550,5.7750,5.6650,5.6450,5.8150,6.0700,6.3350,6.7650,7.1250,6.5000,0.2500,0.5948,6.6900,25.0146,6.0150,6.1140,6.1570,6.3700,7.3330,8.3020,8.4950
06/04/2020,6.3600,5.9700,5.7900,5.6700,5.6600,5.8400,6.1250,6.3950,6.8000,7.1700,6.5000,0.2500,0.6698,6.6850,24.6296,5.9760,6.1770,6.1820,6.3920,7.3840,8.3380,8.4900
07/04/2020,6.3500,5.9400,5.7300,5.5900,5.5500,5.7500,6.0300,6.3050,6.7000,7.0750,6.5000,0.2500,0.7122,6.6775,24.3145,5.9130,5.9610,6.1040,6.3100,7.3020,8.0910,8.2370
08/04/2020,6.3550,5.9300,5.7200,5.5700,5.5200,5.7350,6.0250,6.3000,6.7050,7.0800,6.5000,0.2500,0.7722,6.6487,24.0426,5.8890,5.9420,6.0620,6.2890,7.2120,8.0270,8.0650
09/04/2020,6.3550,5.9300,5.7200,5.5700,5.5200,5.7350,6.0250,6.3000,6.7050,7.0800,6.5000,0.2500,0.7191,6.6487,23.5704,5.8890,5.9420,6.0620,6.2890,7.2120,8.0270,8.0650
10/04/2020,6.3550,5.9300,5.7200,5.5700,5.5200,5.7350,6.0250,6.3000,6.7050,7.0800,6.5000,0.2500,0.7191,6.6487,23.3105,5.8890,5.9420,6.0620,6.2890,7.2120,8.0270,8.0650
13/04/2020,6.3700,5.9450,5.7450,5.5900,5.5600,5.7800,6.0850,6.3550,6.7700,7.1500,6.5000,0.2500,0.7713,6.6418,23.6604,5.9100,5.9500,6.0610,6.2820,7.1110,7.9590,8.0290
14/04/2020,6.3050,5.8500,5.6050,5.4200,5.3300,5.5550,5.8550,6.1500,6.5700,6.9650,6.5000,0.2500,0.7520,6.6385,23.3907,5.7650,5.8220,5.9160,6.1280,6.9540,7.6890,7.7770
15/04/2020,6.2400,5.7700,5.5400,5.3600,5.2650,5.4800,5.7700,6.0550,6.4600,6.8450,6.5000,0.2500,0.6316,6.6292,23.9832,5.7260,5.7350,5.8730,6.1070,6.9440,7.6520,7.7330
16/04/2020,6.1800,5.7000,5.4750,5.3100,5.1750,5.3500,5.6250,5.8950,6.2950,6.6700,6.5000,0.2500,0.6267,6.6196,24.0262,5.6000,5.7050,5.7560,6.0680,6.8900,7.6060,7.7110
17/04/2020,6.1600,5.7500,5.5500,5.3650,5.2500,5.4100,5.6700,5.8900,6.2900,6.6800,6.5000,0.2500,0.6417,6.6142,23.6963,5.6050,5.6260,5.7330,6.0450,6.9160,7.6860,7.8050
20/04/2020,6.1500,5.7400,5.5400,5.3750,5.2500,5.4100,5.6800,5.9450,6.3750,6.7600,6.5000,0.2500,0.6053,6.6115,24.0441,5.6420,5.6560,5.7580,6.1070,7.0550,7.9070,8.0280
21/04/2020,5.9550,5.4700,5.2500,5.0700,4.9200,5.0950,5.3900,5.6750,6.1350,6.5650,6.0000,0.2500,0.5691,6.6070,24.3937,5.4820,5.5170,5.6010,5.9220,7.0110,7.9260,8.1260
22/04/2020,5.8950,5.4000,5.1750,5.0300,4.8600,5.0000,5.2000,5.4500,5.9100,6.3200,6.0000,0.2500,0.6190,6.2725,24.4897,5.4250,5.3480,5.4360,5.7910,6.8760,7.7280,7.8830
23/04/2020,5.9150,5.4500,5.2350,5.0700,4.9375,5.0550,5.2650,5.5050,5.9500,6.3500,6.0000,0.2500,0.6015,6.2662,24.8118,5.3650,5.2890,5.3610,5.6110,6.7840,7.6690,7.8540
24/04/2020,5.9300,5.5000,5.3000,5.1600,5.1200,5.2550,5.4650,5.7200,6.1700,6.5750,6.0000,0.2500,0.6008,6.2645,24.9772,5.4310,5.3630,5.3990,5.7140,6.9540,7.8310,8.0500
27/04/2020,5.9200,5.4950,5.2850,5.1250,5.0600,5.2000,5.4100,5.6600,6.1100,6.5000,6.0000,0.2500,0.6605,6.2607,24.6980,5.3990,5.3460,5.4070,5.7280,6.9420,7.8090,8.0160
28/04/2020,5.9100,5.4850,5.2600,5.0850,5.0100,5.1550,5.3550,5.5950,6.0350,6.4350,6.0000,0.2500,0.6129,6.2592,24.2964,5.3880,5.3520,5.3850,5.6940,6.8930,7.7400,7.9590
29/04/2020,5.8550,5.4300,5.1950,5.0100,4.9050,5.0250,5.2150,5.4500,5.8800,6.2800,6.0000,0.2500,0.6269,6.2560,23.7456,5.2690,5.2570,5.3370,5.5370,6.6970,7.6490,7.8040
30/04/2020,5.7600,5.3900,5.1900,5.0200,4.9400,5.0650,5.2650,5.5000,5.9350,6.3400,6.0000,0.2500,0.6393,6.2475,24.1744,5.2780,5.2700,5.2950,5.5050,6.6080,7.6000,7.7460
01/05/2020,5.7600,5.3900,5.1900,5.0200,4.9400,5.0650,5.2650,5.5000,5.9350,6.3400,6.0000,0.2500,0.6118,6.2475,24.5777,5.2780,5.2700,5.2950,5.5050,6.6080,7.6000,7.7460
04/05/2020,5.7600,5.3800,5.1750,5.0000,4.9250,5.0650,5.2800,5.5200,5.9500,6.3600,6.0000,0.2500,0.6336,6.2450,24.0704,5.2790,5.2730,5.2970,5.4660,6.5220,7.4810,7.6660
05/05/2020,5.7600,5.3800,5.1600,4.9850,4.8850,5.0300,5.2500,5.5000,5.9350,6.3400,6.0000,0.2500,0.6619,6.2425,23.9950,5.2370,5.2340,5.2800,5.4500,6.4130,7.3640,7.5090
06/05/2020,5.7250,5.3300,5.1100,4.9300,4.8150,4.9600,5.1800,5.4300,5.8750,6.2800,6.0000,0.2500,0.7030,6.2410,24.3813,5.1470,5.1420,5.2190,5.3820,6.2900,7.2480,7.3690
07/05/2020,5.6550,5.2450,5.0150,4.8200,4.6700,4.7850,4.9850,5.2050,5.6400,6.0550,6.0000,0.2500,0.6409,6.2395,24.0608,4.9740,4.9860,5.0270,5.1580,6.0760,6.9960,7.1770
08/05/2020,5.5850,5.1400,4.9150,4.7200,4.5600,4.6450,4.8250,5.0300,5.4550,5.8400,6.0000,0.2500,0.6831,6.2357,23.6489,4.9260,4.9020,4.9620,5.0820,5.9030,6.8200,6.9920
11/05/2020,5.6100,5.1800,4.9450,4.7600,4.6450,4.7225,4.9050,5.1150,5.5350,5.9550,6.0000,0.2500,0.7099,6.2315,23.8922,4.9950,5.0060,5.0450,5.1820,6.0180,6.8880,7.0890
12/05/2020,5.6250,5.1900,4.9450,4.7400,4.6350,4.7150,4.9000,5.1100,5.5250,5.9350,6.0000,0.2500,0.6651,6.2277,24.3723,4.9600,4.9450,4.9890,5.1290,5.9740,6.8150,7.0120
13/05/2020,5.6500,5.2350,5.0000,4.8000,4.7200,4.8100,5.0000,5.2100,5.6200,6.0400,6.0000,0.2500,0.6525,6.1960,24.1890,5.0070,4.9950,5.0710,5.2250,6.1100,6.9180,7.1710
14/05/2020,5.6950,5.3000,5.0700,4.8850,4.7850,4.8750,5.0600,5.2500,5.6700,6.0700,5.5000,0.2500,0.6218,6.1772,23.8690,5.0250,5.0010,5.0490,5.2220,6.1360,6.9340,7.1750
15/05/2020,5.5950,5.2450,5.0150,4.8300,4.7300,4.8150,4.9900,5.1850,5.5900,5.9850,5.5000,0.2500,0.6428,5.7800,23.9586,5.0610,5.0580,5.0730,5.2520,6.1430,6.9350,7.1310
18/05/2020,5.5900,5.2400,5.0000,4.8100,4.6900,4.7700,4.9300,5.1050,5.4950,5.8800,5.5000,0.2500,0.7257,5.7775,23.7566,5.0810,5.0850,5.1120,5.2410,6.1130,6.8970,7.1150
19/05/2020,5.6000,5.2550,5.0250,4.8400,4.7350,4.8100,4.9750,5.1450,5.5300,5.9150,5.5000,0.2500,0.6882,5.7727,23.6311,5.0910,5.0960,5.1490,5.2620,6.0940,6.8900,7.1210
20/05/2020,5.5800,5.2500,5.0300,4.8400,4.7350,4.8200,4.9950,5.1700,5.5500,5.9350,5.5000,0.2500,0.6801,5.7688,23.1982,5.0990,5.0990,5.1670,5.2840,6.1000,6.8990,7.1310
21/05/2020,5.5600,5.2450,5.0350,4.8550,4.7650,4.8600,5.0450,5.2350,5.6200,6.0100,5.5000,0.2500,0.6720,5.7644,22.8650,5.1260,5.1230,5.1970,5.3440,6.1470,6.9000,7.1400
22/05/2020,5.5600,5.2300,5.0600,4.8950,4.8200,4.9250,5.1100,5.2950,5.6850,6.0800,5.5000,0.2500,0.6591,5.7622,22.7324,5.1920,5.1820,5.2840,5.4360,6.2530,6.9670,7.2110
25/05/2020,5.5600,5.2450,5.0600,4.9000,4.8300,4.9250,5.1100,5.3000,5.6900,6.0900,5.5000,0.2500,0.6591,5.7550,22.5430,5.1770,5.1630,5.2650,5.4050,6.2180,6.9630,7.1930
26/05/2020,5.5500,5.2050,5.0200,4.8450,4.7550,4.8450,5.0250,5.2100,5.5700,5.9600,5.5000,0.2500,0.6965,5.7525,22.1982,5.1280,5.1320,5.2070,5.3240,6.1220,6.8780,7.1040
27/05/2020,5.5600,5.2450,5.0650,4.9000,4.8400,4.9250,5.1100,5.3000,5.6650,6.0500,5.5000,0.2500,0.6819,5.7482,22.3344,5.1590,5.1270,5.2480,5.3950,6.2010,6.9750,7.2150
28/05/2020,5.5450,5.2250,5.0450,4.8800,4.8200,4.9150,5.1000,5.2800,5.6500,6.0350,5.5000,0.2500,0.6900,5.7441,22.2014,5.1610,5.1540,5.2300,5.3690,6.1900,6.9310,7.1580
29/05/2020,5.4100,5.1400,5.0050,4.8700,4.8100,4.9100,5.0900,5.2800,5.6300,6.0100,5.5000,0.2500,0.6526,5.7395,22.1761,5.1550,5.1310,5.2070,5.3680,6.1550,6.8860,7.1070
01/06/2020,5.4350,5.1600,5.0200,4.8950,4.8450,4.9500,5.1400,5.3350,5.6900,6.0600,5.5000,0.2500,0.6591,5.7347,22.0304,5.1810,5.1640,5.2160,5.3890,6.1630,6.9180,7.1040
02/06/2020,5.4350,5.1400,4.9900,4.8500,4.7900,4.9050,5.1050,5.3000,5.6550,6.0250,5.5000,0.2500,0.6852,5.7325,21.7856,5.1570,5.1540,5.2220,5.3950,6.1640,6.9270,7.1170
03/06/2020,5.4300,5.1200,4.9625,4.8100,4.7250,4.8450,5.0500,5.2500,5.6000,5.9600,5.5000,0.2500,0.7458,5.7286,21.7685,5.0870,5.1140,5.1850,5.3420,6.1400,6.9240,7.1140
04/06/2020,5.4150,5.1150,4.9650,4.8200,4.7450,4.8750,5.0850,5.2900,5.6350,5.9850,5.5000,0.2500,0.8234,5.7229,21.9168,5.0550,5.0790,5.2240,5.3670,6.1350,6.9410,7.1380
05/06/2020,5.4150,5.1150,4.9850,4.8750,4.8500,4.9950,5.2150,5.4300,5.7900,6.1500,5.5000,0.2500,0.8951,5.7089,21.5797,5.0920,5.1130,5.2510,5.4650,6.2550,7.1330,7.3080
08/06/2020,5.4050,5.1000,4.9600,4.8450,4.8100,4.9700,5.2050,5.4250,5.7800,6.1500,5.5000,0.2500,0.8752,5.6960,21.5004,5.0970,5.1130,5.2200,5.4480,6.2810,7.1290,7.3530
09/06/2020,5.3850,5.0650,4.9050,4.7850,4.7300,4.8900,5.1300,5.3450,5.7150,6.0900,5.5000,0.2500,0.8253,5.6924,21.9144,5.0560,5.0800,5.1460,5.3510,6.2180,7.1090,7.3380
10/06/2020,5.3600,5.0200,4.8500,4.7200,4.6450,4.8000,5.0300,5.2400,5.5950,5.9600,5.5000,0.2500,0.7263,5.6850,21.8453,5.0070,5.0290,5.0930,5.2370,6.1290,7.0310,7.2590
11/06/2020,5.3700,5.0050,4.8200,4.6800,4.5800,4.7300,4.9600,5.1700,5.5250,5.9050,5.5000,0.2500,0.6690,5.6810,22.7679,4.8990,4.9360,4.9700,5.1690,6.0530,6.9920,7.2190
12/06/2020,5.3750,5.0150,4.8300,4.6850,4.5900,4.7150,4.9400,5.1500,5.5100,5.8800,5.5000,0.2500,0.7034,5.6765,22.2630,4.8800,4.9020,4.9400,5.1450,6.0200,6.9530,7.1950
15/06/2020,5.3500,4.9800,4.8050,4.6900,4.5800,4.7100,4.9350,5.1450,5.5050,5.8750,5.5000,0.2500,0.7215,5.6730,22.2052,4.8670,4.8410,4.9140,5.1270,5.9880,6.9150,7.1810
16/06/2020,5.3475,4.9750,4.7950,4.6800,4.5850,4.7100,4.9300,5.1350,5.5050,5.8850,5.5000,0.2500,0.7528,5.6710,22.3228,4.8990,4.9140,4.9610,5.1930,6.0440,6.9230,7.1700
17/06/2020,5.3300,4.9650,4.7850,4.6725,4.5850,4.7050,4.9200,5.1250,5.4950,5.8800,5.5000,0.2500,0.7380,5.6655,22.3536,4.8520,4.8860,4.9400,5.1630,6.0250,6.8900,7.1090
18/06/2020,5.3175,4.9550,4.7850,4.6750,4.5900,4.7050,4.9200,5.1200,5.5000,5.8900,5.5000,0.2500,0.7084,5.6610,22.7534,4.8280,4.8200,4.9420,5.1410,5.9940,6.8470,7.0900
19/06/2020,5.2100,4.9050,4.7450,4.6300,4.5525,4.6650,4.8700,5.0700,5.4550,5.8400,5.5000,0.2500,0.6937,5.6560,22.6330,4.7840,4.7800,4.8690,5.0630,5.9260,6.8030,7.0460
22/06/2020,5.2150,4.8900,4.7200,4.5975,4.5350,4.6500,4.8550,5.0600,5.4600,5.8650,5.5000,0.2500,0.7085,5.6550,22.5125,4.7680,4.7720,4.8460,5.0340,5.9530,6.8100,7.0740
23/06/2020,5.2175,4.8700,4.6900,4.5550,4.5000,4.6150,4.8100,5.0050,5.4200,5.8600,5.5000,0.2500,0.7118,5.6505,22.4257,4.7140,4.7150,4.7820,4.9910,5.9510,6.8650,7.1300
24/06/2020,5.2300,4.9000,4.7250,4.6050,4.5600,4.6750,4.8500,5.0400,5.4550,5.8950,5.5000,0.2500,0.6790,5.6452,22.7952,4.7170,4.7120,4.7750,4.9930,6.0020,6.9170,7.1980
25/06/2020,5.2150,4.8700,4.6750,4.5300,4.4600,4.5650,4.7450,4.9200,5.3350,5.7550,5.0000,0.2500,0.6856,5.6101,22.6599,4.7000,4.6820,4.7360,4.9460,5.9610,6.8630,7.1360
26/06/2020,5.1000,4.7600,4.6050,4.5000,4.4500,4.5500,4.7150,4.8800,5.3000,5.7300,5.0000,0.2500,0.6413,5.2975,23.0520,4.6850,4.6480,4.7160,4.9110,5.9120,6.7910,7.0670
29/06/2020,5.1050,4.7750,4.6100,4.4700,4.4200,4.5300,4.6950,4.8550,5.2650,5.6950,5.0000,0.2500,0.6234,5.2887,23.0767,4.7040,4.6440,4.7260,4.8850,5.8920,6.7600,7.0440
30/06/2020,5.1000,4.7600,4.5850,4.4500,4.4000,4.5050,4.6650,4.8250,5.2300,5.6550,5.0000,0.2500,0.6561,5.2843,22.9924,4.6860,4.6370,4.6890,4.8530,5.8420,6.7260,7.0010
01/07/2020,5.0950,4.7650,4.5750,4.4450,4.3850,4.4700,4.6150,4.7750,5.1500,5.5600,5.0000,0.2500,0.6758,5.2665,22.6985,4.6630,4.6100,4.6360,4.7570,5.7430,6.5890,6.9250
02/07/2020,5.0950,4.7950,4.5950,4.4650,4.4050,4.5000,4.6550,4.8150,5.1800,5.5750,5.0000,0.2500,0.6693,5.2600,22.4766,4.6390,4.6020,4.6300,4.7810,5.7120,6.5760,6.9070
03/07/2020,5.0800,4.7400,4.5500,4.4525,4.4050,4.5000,4.6500,4.8150,5.1750,5.5800,5.0000,0.2500,0.6693,5.2562,22.3871,4.6460,4.6270,4.6290,4.7960,5.7240,6.6070,6.9240
06/07/2020,5.0850,4.7600,4.5700,4.4500,4.3900,4.5100,4.6700,4.8400,5.2000,5.5900,5.0000,0.2500,0.6759,5.2550,22.3557,4.6260,4.6040,4.6440,4.8140,5.6870,6.5750,6.8770
07/07/2020,5.0800,4.7550,4.5800,4.4600,4.4250,4.5450,4.7200,4.9000,5.2600,5.6500,5.0000,0.2500,0.6397,5.2505,22.8564,4.6700,4.6690,4.6850,4.8670,5.7490,6.6220,6.9210
08/07/2020,5.0800,4.7500,4.5700,4.4450,4.4250,4.5600,4.7400,4.9300,5.2900,5.6800,5.0000,0.2500,0.6644,5.2457,22.6641,4.6620,4.6630,4.7080,4.9180,5.7900,6.6270,6.9130
09/07/2020,5.0750,4.7600,4.5850,4.4600,4.4350,4.5650,4.7500,4.9400,5.3100,5.6800,5.0000,0.2500,0.6135,5.2430,22.6211,4.6590,4.6450,4.7270,4.9620,5.7610,6.5690,6.8530
