,irs3m,irs6m,irs9m,irs1yr,irs2yr,irs3yr,irs4yr,irs5yr,irs7yr,irs10yr,overnight,fed,us10yr,tiie28,mxn,g1yr,g2yr,g3yr,g5yr,g10yr,g20yr,g30yr
,MPSWC BGN Curncy,MPSWF BGN Curncy,MPSWI BGN Curncy,MPSW1A BGN Curncy,MPSW2B BGN Curncy,MPSW3C BGN Curncy,MPSW4D BGN Curncy,MPSW5E BGN Curncy,MPSW7G BGN Curncy,MPSW10K BGN Curncy,MXONBR Index,FDTR Index,USGG10YR Index,MXIBTIIE Index,MXN Curncy,GMXN01YR Index,GMXN02YR Index,GMXN03YR Index,GMXN05YR Index,GMXN10YR Index,GMXN20YR Index,GMXN30YR Index
,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
#¿NOMBRE?,4.97,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?
07/06/2010,4.9575,4.9850,5.0500,5.1400,5.5650,5.9200,6.2350,6.5050,6.9050,7.3063,4.5000,0.2500,3.1422,4.9700,12.9641,4.8280,5.1870,5.3500,6.0960,6.9270,7.5110,7.8100
08/06/2010,4.9500,4.9850,5.0500,5.1400,5.5925,5.9800,6.2950,6.5750,7.0075,7.4100,4.5000,0.2500,3.1857,4.9450,12.8826,4.7510,5.2070,5.3830,6.1360,6.9790,7.5730,7.8650
09/06/2010,4.9500,4.9850,5.0500,5.1550,5.5600,5.9350,6.2470,6.5400,6.9463,7.3300,4.5000,0.2500,3.1729,4.9500,12.8641,4.8240,5.2140,5.3920,6.1310,6.9760,7.5530,7.8250
10/06/2010,4.9500,4.9900,5.0375,5.1450,5.5300,5.9075,6.2100,6.4800,6.8800,7.2500,4.5000,0.2500,3.3193,4.9250,12.6931,4.7910,5.2010,5.3930,6.1030,6.8990,7.4600,7.7200
11/06/2010,4.9500,4.9900,5.0375,5.1450,5.5200,5.8825,6.2125,6.4800,6.8770,7.2625,4.5000,0.2500,3.2346,4.9200,12.6548,4.6770,5.1970,5.4010,6.1140,6.9050,7.4490,7.7130
14/06/2010,4.9500,4.9900,5.0483,5.1450,5.5400,5.9250,6.2350,6.5550,6.9550,7.3400,4.5000,0.2500,3.2529,4.9300,12.6882,4.6920,5.2100,5.4210,6.1450,6.9210,7.4810,7.7290
15/06/2010,4.9500,4.9900,5.0483,5.1450,5.5450,5.9450,6.2540,6.5530,6.9520,7.3163,4.5000,0.2500,3.3025,4.9400,12.5763,4.6760,5.2150,5.4320,6.1620,6.9120,7.4670,7.7190
16/06/2010,4.9500,4.9900,5.0695,5.1750,5.5800,5.9725,6.3150,6.6000,7.0100,7.3640,4.5000,0.2500,3.2601,4.9525,12.5985,4.7820,5.2280,5.4640,6.1960,6.9420,7.4990,7.7520
17/06/2010,4.9535,4.9960,5.0745,5.1645,5.6000,6.0100,6.3250,6.6150,7.0250,7.3850,4.5000,0.2500,3.1887,4.9350,12.5870,4.8020,5.2460,5.4930,6.2390,6.9650,7.4980,7.7620
18/06/2010,4.9535,4.9960,5.0745,5.1650,5.5863,5.9900,6.3325,6.6150,7.0175,7.3750,4.5000,0.2500,3.2195,4.9250,12.5100,4.7790,5.2330,5.4830,6.2130,6.9940,7.4920,7.7630
21/06/2010,4.9400,5.0005,5.0730,5.1700,5.5950,5.9995,6.3750,6.6500,7.0375,7.3950,4.5000,0.2500,3.2414,4.9150,12.5351,4.6620,5.2350,5.4820,6.2330,7.0110,7.5060,7.7850
22/06/2010,4.9450,5.0005,5.0730,5.1725,5.6050,6.0100,6.3700,6.6700,7.0650,7.4075,4.5000,0.2500,3.1664,4.9341,12.6115,4.7580,5.2410,5.4880,6.2330,7.0120,7.5330,7.8080
23/06/2010,4.9450,5.0005,5.0675,5.1750,5.5810,5.9825,6.3450,6.6500,7.0250,7.3835,4.5000,0.2500,3.1190,4.9250,12.6451,4.6530,5.2330,5.4910,6.2330,6.9910,7.5310,7.8150
24/06/2010,4.9575,4.9850,5.0475,5.1450,5.5300,5.9350,6.3050,6.6000,6.9900,7.3500,4.5000,0.2500,3.1371,4.9500,12.7333,4.6630,5.2090,5.4550,6.1940,6.9660,7.5110,7.7900
25/06/2010,4.9575,4.9850,5.0475,5.1400,5.5200,5.9133,6.2575,6.5650,6.9475,7.3100,4.5000,0.2500,3.1078,4.9450,12.6491,4.8160,5.1550,5.4180,6.1180,6.9240,7.4750,7.7430
28/06/2010,4.9500,4.9800,5.0475,5.1375,5.5200,5.8850,6.2408,6.5308,6.9320,7.2850,4.5000,0.2500,3.0210,4.9468,12.7333,4.8070,5.1640,5.4350,6.1220,6.9400,7.4700,7.7220
29/06/2010,4.9475,4.9800,5.0475,5.1375,5.5100,5.8775,6.2250,6.5200,6.9350,7.2800,4.5000,0.2500,2.9491,4.9550,12.8838,4.7960,5.1210,5.3970,6.1070,6.9000,7.4690,7.7450
30/06/2010,4.9475,4.9800,5.0425,5.1275,5.5100,5.8800,6.2350,6.5300,6.9500,7.2988,4.5000,0.2500,2.9311,4.9250,12.9409,4.8250,5.1190,5.3930,6.1250,6.8890,7.4780,7.7600
01/07/2010,4.9475,4.9800,5.0475,5.1275,5.5150,5.8800,6.2275,6.5400,6.9555,7.3150,4.5000,0.2500,2.9470,4.9400,13.0090,4.8170,5.1100,5.3950,6.1500,6.9250,7.5150,7.7870
02/07/2010,4.9350,4.9600,5.0255,5.1275,5.4850,5.8650,6.1890,6.4865,6.9118,7.2525,4.5000,0.2500,2.9770,4.9149,13.0828,4.8320,5.1060,5.3750,6.1360,6.9140,7.5260,7.7960
05/07/2010,4.9350,4.9600,5.0255,5.1275,5.4850,5.8650,6.1890,6.4865,6.9118,7.2525,4.5000,0.2500,2.9733,4.9073,13.0624,4.7260,5.0800,5.3260,6.0880,6.8520,7.4740,7.7460
06/07/2010,4.9300,4.9550,5.0050,5.0850,5.4450,5.7850,6.1150,6.3900,6.8275,7.1775,4.5000,0.2500,2.9302,4.9200,12.9675,4.7950,5.0640,5.3060,6.0240,6.8060,7.4130,7.6820
07/07/2010,4.9350,4.9500,5.0050,5.0750,5.4050,5.7490,6.0550,6.3475,6.7750,7.1150,4.5000,0.2500,2.9803,4.9450,12.8367,4.7790,5.0530,5.3090,5.9810,6.7640,7.3740,7.6510
08/07/2010,4.9350,4.9500,5.0050,5.0750,5.3900,5.7325,6.0600,6.3410,6.7425,7.1195,4.5000,0.2500,3.0306,4.9299,12.7648,4.7890,5.0390,5.3000,5.9450,6.7430,7.3350,7.6230
09/07/2010,4.9350,4.9600,5.0128,5.0850,5.4050,5.7750,6.1000,6.3940,6.8155,7.1738,4.5000,0.2500,3.0520,4.9350,12.7693,4.7920,5.0450,5.3120,5.9720,6.8040,7.3780,7.6600
12/07/2010,4.9350,4.9600,5.0128,5.0850,5.4050,5.7750,6.1050,6.4200,6.8155,7.1900,4.5000,0.2500,3.0628,4.9250,12.8349,4.7700,5.0430,5.3130,5.9870,6.8100,7.4090,7.7130
13/07/2010,4.9350,4.9600,5.0050,5.0800,5.3850,5.7450,6.0750,6.3825,6.8050,7.1500,4.5000,0.2500,3.1208,4.9000,12.6724,4.6690,5.0350,5.3170,5.9740,6.8080,7.3610,7.6830
14/07/2010,4.9350,4.9600,5.0050,5.0800,5.3685,5.6950,6.0100,6.3100,6.7248,7.0650,4.5000,0.2500,3.0426,4.9050,12.7152,4.6770,5.0240,5.3250,5.9440,6.7410,7.3170,7.6380
15/07/2010,4.9350,4.9500,4.9900,5.0450,5.3250,5.6265,5.9425,6.2550,6.6485,6.9900,4.5000,0.2500,2.9937,4.9175,12.7720,4.7780,5.0020,5.2940,5.8820,6.6460,7.2760,7.5830
16/07/2010,4.9350,4.9500,4.9650,5.0300,5.3100,5.5800,5.9000,6.1900,6.5550,6.9050,4.5000,0.2500,2.9215,4.8949,12.9351,4.7710,4.9500,5.2860,5.8570,6.6020,7.2360,7.5450
19/07/2010,4.9350,4.9500,4.9650,5.0300,5.3200,5.6025,5.9250,6.2225,6.6150,6.9400,4.5000,0.2500,2.9537,4.8950,12.9021,4.7750,4.9350,5.2800,5.8730,6.6100,7.2380,7.4900
20/07/2010,4.9350,4.9500,4.9650,5.0600,5.3500,5.6500,5.9725,6.2700,6.6450,6.9700,4.5000,0.2500,2.9481,4.9200,12.7743,4.7880,4.9600,5.3170,5.9120,6.6320,7.2210,7.4490
21/07/2010,4.9350,4.9500,4.9900,5.0600,5.3600,5.6700,5.9425,6.2300,6.5925,6.9200,4.5000,0.2500,2.8782,4.8950,12.8725,4.7910,4.9590,5.3190,5.9120,6.6030,7.1380,7.3910
22/07/2010,4.9350,4.9500,4.9850,5.0700,5.3600,5.6600,5.9400,6.2300,6.6000,6.9275,4.5000,0.2500,2.9353,4.9199,12.7714,4.8060,4.9470,5.2660,5.8550,6.5570,7.1390,7.3690
23/07/2010,4.9350,4.9500,4.9800,5.0700,5.3600,5.6475,5.9255,6.2100,6.5900,6.9100,4.5000,0.2500,2.9943,4.9000,12.7317,4.8070,4.9400,5.2450,5.8440,6.5520,7.1410,7.3970
26/07/2010,4.9350,4.9500,4.9800,5.0700,5.3800,5.6550,5.9500,6.2250,6.6125,6.9250,4.5000,0.2500,2.9924,4.9150,12.6715,4.7950,4.9280,5.2380,5.8410,6.5430,7.1550,7.4090
27/07/2010,4.9350,4.9500,4.9800,5.0700,5.4050,5.7168,6.0063,6.2820,6.6693,7.0000,4.5000,0.2500,3.0485,4.9400,12.6843,4.8120,4.9320,5.2600,5.8650,6.5930,7.2140,7.4320
28/07/2010,4.9490,4.9730,5.0130,5.0900,5.3900,5.7000,5.9900,6.2600,6.6550,6.9700,4.5000,0.2500,2.9850,4.9450,12.7163,4.8220,4.9220,5.2530,5.8870,6.6160,7.2230,7.4220
29/07/2010,4.9490,4.9730,5.0130,5.0900,5.3850,5.6825,5.9600,6.2400,6.6250,6.9400,4.5000,0.2500,2.9794,4.9350,12.7185,4.8270,4.9040,5.2490,5.8490,6.5630,7.1600,7.4020
30/07/2010,4.9490,4.9730,5.0130,5.0900,5.3850,5.6850,5.9600,6.2200,6.5975,6.9075,4.5000,0.2500,2.9052,4.9150,12.6453,4.7350,4.8960,5.2280,5.8310,6.5260,7.1360,7.3940
02/08/2010,4.9490,4.9730,5.0130,5.0900,5.3775,5.6850,5.9300,6.2300,6.6200,6.9400,4.5000,0.2500,2.9609,4.9000,12.5824,4.8100,4.8910,5.2150,5.8290,6.5060,7.1280,7.4010
03/08/2010,4.9490,4.9730,5.0130,5.0900,5.3775,5.6800,5.9400,6.2100,6.6000,6.9025,4.5000,0.2500,2.9085,4.9000,12.5809,4.8200,4.8860,5.2190,5.8120,6.4870,7.1190,7.3960
04/08/2010,4.9490,4.9730,5.0130,5.0800,5.3970,5.6800,5.9600,6.2250,6.6100,6.9025,4.5000,0.2500,2.9498,4.9200,12.5228,4.8150,4.8720,5.2290,5.8120,6.4980,7.1400,7.4180
05/08/2010,4.9490,4.9730,5.0130,5.0800,5.4300,5.6800,5.9600,6.2350,6.6450,6.9600,4.5000,0.2500,2.9011,4.8950,12.5641,4.8170,4.8860,5.2440,5.8110,6.5300,7.2280,7.4740
06/08/2010,4.9490,4.9730,5.0130,5.0800,5.4600,5.7550,6.0075,6.2800,6.6700,6.9800,4.5000,0.2500,2.8166,4.8950,12.6925,4.7290,4.8680,5.2530,5.8080,6.5380,7.2330,7.4780
09/08/2010,4.9490,4.9730,5.0130,5.0800,5.4300,5.7120,5.9725,6.2400,6.6250,6.9350,4.5000,0.2500,2.8289,4.9250,12.6239,4.8190,4.8720,5.2460,5.8040,6.5100,7.2120,7.4480
10/08/2010,4.9350,4.9730,5.0130,5.0775,5.3800,5.6750,5.9325,6.1950,6.5900,6.8900,4.5000,0.2500,2.7593,4.9250,12.6017,4.8250,4.8610,5.2360,5.7930,6.5000,7.1570,7.4170
11/08/2010,4.9350,4.9730,5.0130,5.0600,5.3300,5.6000,5.8400,6.0900,6.5000,6.8100,4.5000,0.2500,2.6814,4.8949,12.7508,4.8160,4.8470,5.2060,5.7400,6.4170,7.0990,7.3500
12/08/2010,4.9350,4.9730,5.0130,5.0600,5.2675,5.5425,5.7800,6.0300,6.4350,6.7550,4.5000,0.2500,2.7455,4.9000,12.7350,4.8140,4.8330,5.1660,5.6890,6.3400,7.0600,7.3310
13/08/2010,4.9350,4.9358,5.0130,5.0150,5.2688,5.5050,5.7450,6.0000,6.3898,6.7063,4.5000,0.2500,2.6716,4.8750,12.7278,4.7890,4.8090,5.1450,5.6490,6.2990,7.0070,7.2910
16/08/2010,4.9350,4.9358,5.0130,5.0150,5.2500,5.4600,5.6975,5.9250,6.3125,6.6350,4.5000,0.2500,2.5626,4.8899,12.6625,4.7900,4.9030,5.1250,5.6130,6.2370,6.9280,7.2010
17/08/2010,4.9350,4.9400,5.0130,5.0150,5.2900,5.4875,5.6960,5.9100,6.3100,6.6215,4.5000,0.2500,2.6321,4.8999,12.5960,4.7490,4.7680,5.1290,5.6010,6.2270,6.9050,7.2180
18/08/2010,4.9350,4.9283,5.0130,5.0150,5.2800,5.4925,5.6550,5.8500,6.2575,6.5600,4.5000,0.2500,2.6321,4.9100,12.6315,4.8180,4.7220,5.1360,5.5150,6.1640,6.8620,7.1600
19/08/2010,4.9350,4.9283,4.9800,5.0150,5.3038,5.4750,5.6225,5.7995,6.1800,6.4925,4.5000,0.2500,2.5750,4.9250,12.7050,4.8380,4.7310,5.1470,5.4940,6.1240,6.8250,7.1240
20/08/2010,4.9350,4.9283,4.9800,5.0150,5.2200,5.3725,5.5375,5.6850,6.0300,6.3500,4.5000,0.2500,2.6106,4.9100,12.7652,4.8350,4.7040,5.0640,5.3600,5.9880,6.6740,7.0520
23/08/2010,4.9350,4.9283,4.9800,5.0000,5.2200,5.4100,5.5600,5.7265,6.0770,6.3900,4.5000,0.2500,2.5981,4.8949,12.9084,4.8590,4.6980,5.0510,5.3420,5.9710,6.6870,7.0260
24/08/2010,4.9350,4.9525,4.9700,5.0150,5.2200,5.4403,5.6105,5.7905,6.1293,6.4700,4.5000,0.2500,2.4880,4.9200,12.9736,4.8400,4.7230,5.1020,5.4140,6.0290,6.7350,7.0740
25/08/2010,4.9350,4.9425,4.9700,5.0200,5.2375,5.4575,5.6525,5.8375,6.1875,6.5275,4.5000,0.2500,2.5340,4.9040,12.9830,4.8350,4.7160,5.1060,5.4570,6.0920,6.7750,7.1110
26/08/2010,4.9350,4.9425,4.9675,5.0200,5.2700,5.5450,5.7650,5.9600,6.3308,6.6600,4.5000,0.2500,2.4755,4.9150,13.0693,4.8490,4.7620,5.1750,5.5540,6.2150,6.9150,7.1980
27/08/2010,4.9350,4.9425,4.9675,5.0200,5.2475,5.5300,5.7300,5.9225,6.2900,6.6250,4.5000,0.2500,2.6447,4.8990,13.0097,4.8150,4.7500,5.2620,5.5780,6.2390,6.9360,7.2060
30/08/2010,4.9350,4.9425,4.9675,5.0200,5.2400,5.5425,5.7700,5.9600,6.3600,6.6700,4.5000,0.2500,2.5285,4.8800,13.1495,4.8340,4.7510,5.2730,5.6150,6.3190,7.0350,7.3020
31/08/2010,4.9000,4.9200,4.9350,4.9650,5.1850,5.4790,5.7075,5.9023,6.3125,6.6200,4.5000,0.2500,2.4683,4.8750,13.2046,4.8010,4.7010,5.1830,5.5530,6.2440,6.9390,7.2080
01/09/2010,4.9000,4.9200,4.9550,4.9650,5.2150,5.5200,5.7640,5.9715,6.3775,6.7005,4.5000,0.2500,2.5730,4.9140,13.0683,4.7160,4.7080,5.1950,5.6430,6.3050,7.0680,7.3190
02/09/2010,4.9200,4.9485,4.9475,4.9900,5.2463,5.5500,5.7670,5.9950,6.3840,6.7000,4.5000,0.2500,2.6231,4.9200,13.0330,4.7130,4.7160,5.2060,5.6460,6.2870,7.0420,7.3300
03/09/2010,4.9200,4.9485,4.9875,5.0225,5.3325,5.6050,5.8425,6.0475,6.4375,6.7575,4.5000,0.2500,2.6970,4.9100,12.9335,4.7200,4.7210,5.2250,5.6810,6.3420,7.0810,7.3620
06/09/2010,4.9200,4.9485,4.9875,5.0225,5.3000,5.5875,5.7940,6.0025,6.3700,6.6810,4.5000,0.2500,2.7025,4.9033,12.9386,4.7170,4.7160,5.2210,5.6760,6.2780,7.0360,7.2940
07/09/2010,4.9200,4.9485,4.9875,5.0225,5.2840,5.5750,5.7850,5.9800,6.3600,6.6550,4.5000,0.2500,2.5944,4.9100,13.0624,4.8000,4.7080,5.2190,5.6550,6.2510,6.9860,7.2500
08/09/2010,4.9200,4.9485,4.9875,5.0225,5.2900,5.5600,5.7600,5.9575,6.3200,6.6200,4.5000,0.2500,2.6555,4.8800,13.0523,4.7030,4.7010,5.1990,5.6290,6.2130,6.9380,7.2230
09/09/2010,4.9200,4.9485,4.9875,5.0225,5.2900,5.5950,5.7850,5.9850,6.3500,6.6625,4.5000,0.2500,2.7588,4.9050,13.0125,4.8170,4.7040,5.1970,5.6220,6.2570,6.9940,7.2810
10/09/2010,4.9150,4.9450,4.9875,5.0225,5.3038,5.6200,5.8170,6.0230,6.3770,6.6963,4.5000,0.2500,2.7917,4.9240,12.9269,4.7810,4.6900,5.1850,5.6670,6.2840,7.0110,7.2990
13/09/2010,4.9150,4.9150,4.9875,5.0225,5.3100,5.5850,5.7900,5.9900,6.3400,6.6600,4.5000,0.2500,2.7480,4.8990,12.8579,4.6980,4.6880,5.1880,5.6810,6.2570,6.9660,7.2670
14/09/2010,4.9150,4.9150,4.9875,5.0225,5.3100,5.5895,5.7885,5.9750,6.3100,6.6100,4.5000,0.2500,2.6790,4.9100,12.8362,4.8160,4.6860,5.1730,5.6100,6.1950,6.9220,7.2040
15/09/2010,4.9150,4.9150,4.9875,4.9993,5.2900,5.5980,5.7878,5.9850,6.3355,6.6450,4.5000,0.2500,2.7207,4.8950,12.7986,4.6870,4.6850,5.1870,5.6290,6.2520,6.9850,7.2710
16/09/2010,4.9150,4.9150,4.9875,4.9993,5.2900,5.5980,5.7878,5.9850,6.3355,6.7000,4.5000,0.2500,2.7608,4.8950,12.7929,4.6870,4.6850,5.1870,5.6290,6.2520,6.9850,7.2710
17/09/2010,4.9150,4.9150,4.9875,4.9993,5.2900,5.5980,5.7878,5.9850,6.3355,6.7000,4.5000,0.2500,2.7372,4.8950,12.7994,4.6870,4.6850,5.1870,5.6290,6.2520,6.9850,7.2710
20/09/2010,4.9150,4.9150,4.9875,4.9993,5.3025,5.6050,5.8000,6.0100,6.3650,6.6650,4.5000,0.2500,2.7026,4.9050,12.7739,4.8110,4.6940,5.1990,5.6540,6.2720,7.0140,7.3130
21/09/2010,4.9175,4.9255,4.9565,5.0000,5.3000,5.5750,5.7750,6.0000,6.3150,6.6150,4.5000,0.2500,2.5727,4.9250,12.7183,4.6820,4.8950,5.2020,5.6510,6.2690,7.0140,7.3370
22/09/2010,4.9150,4.9250,4.9550,5.0050,5.2700,5.5250,5.7175,5.9150,6.2370,6.5450,4.5000,0.2500,2.5583,4.9040,12.6287,4.7840,4.6950,5.1910,5.6040,6.2130,6.9610,7.2720
23/09/2010,4.9100,4.9250,4.9550,4.9875,5.2450,5.5050,5.6650,5.8600,6.1465,6.4600,4.5000,0.2500,2.5511,4.8800,12.6573,4.8090,4.6950,5.1710,5.5390,6.1620,6.8510,7.2060
24/09/2010,4.9100,4.9250,4.9550,4.9875,5.2488,5.5300,5.7100,5.9000,6.2075,6.5138,4.5000,0.2500,2.6050,4.9050,12.5397,4.7360,4.6920,5.1610,5.6020,6.1870,6.8590,7.1790
27/09/2010,4.9100,4.9250,4.9550,4.9875,5.2488,5.5100,5.6900,5.8850,6.1900,6.4800,4.5000,0.2500,2.5242,4.8950,12.5803,4.6850,4.6930,5.1490,5.5740,6.1510,6.7870,7.1190
28/09/2010,4.9100,4.9250,4.9550,4.9875,5.2400,5.4625,5.6600,5.8375,6.1525,6.4400,4.5000,0.2500,2.4653,4.8800,12.4982,4.7840,4.6920,5.1210,5.4970,6.1140,6.7220,7.0810
29/09/2010,4.9100,4.9250,4.9550,4.9950,5.2450,5.4950,5.6800,5.8850,6.1925,6.4875,4.5000,0.2500,2.5027,4.8733,12.5390,4.7680,4.6980,5.1160,5.4930,6.1610,6.7750,7.1110
30/09/2010,4.9100,4.9250,4.9550,4.9950,5.2350,5.4775,5.6750,5.8650,6.1850,6.4850,4.5000,0.2500,2.5098,4.8950,12.5936,4.7800,4.7000,5.0580,5.5550,6.1320,6.7290,7.1110
01/10/2010,4.9100,4.9250,4.9650,4.9950,5.2600,5.5300,5.7350,5.9475,6.2815,6.5675,4.5000,0.2500,2.5097,4.8800,12.5253,4.6440,4.7160,5.0450,5.6070,6.1990,6.8300,7.1840
04/10/2010,4.9100,4.9250,4.9650,4.9950,5.2450,5.5200,5.7150,5.9250,6.2650,6.5600,4.5000,0.2500,2.4758,4.8950,12.5921,4.6280,4.7130,5.0440,5.6120,6.1780,6.7810,7.1890
05/10/2010,4.9100,4.9250,4.9650,4.9950,5.2400,5.4950,5.6950,5.8850,6.2370,6.5363,4.5000,0.2500,2.4722,4.9000,12.4753,4.1760,4.7230,5.2390,5.6060,6.1470,6.7370,7.1210
06/10/2010,4.9100,4.9250,4.9650,4.9965,5.2400,5.4700,5.6540,5.8500,6.1870,6.4780,4.5000,0.2500,2.3976,4.9050,12.4762,4.1500,4.7110,5.2310,5.5910,6.1070,6.6950,7.0700
07/10/2010,4.9100,4.9250,4.9650,4.9950,5.2388,5.4770,5.6750,5.8780,6.2173,6.5050,4.5000,0.2500,2.3834,4.8800,12.5505,4.1980,4.7140,5.2170,5.6050,6.1010,6.7130,7.0720
08/10/2010,4.9000,4.9250,4.9600,4.9975,5.2250,5.4850,5.6650,5.8525,6.1950,6.4650,4.5000,0.2500,2.3920,4.8575,12.4142,4.1930,4.7060,5.2030,5.6050,6.0640,6.6860,7.0480
11/10/2010,4.9000,4.9250,4.9450,4.9913,5.2250,5.4650,5.6550,5.8275,6.1850,6.4400,4.5000,0.2500,2.3919,4.8700,12.4516,4.1700,4.7100,5.2030,5.5950,6.0490,6.6740,7.0400
12/10/2010,4.9000,4.9150,4.9450,4.9913,5.2150,5.4400,5.6150,5.8050,6.1533,6.4175,4.5000,0.2500,2.4309,4.8900,12.4047,4.1930,4.7150,5.1920,5.5570,6.0300,6.6560,7.0090
13/10/2010,4.9000,4.9200,4.9450,4.9913,5.1900,5.4300,5.6200,5.8100,6.1450,6.4100,4.5000,0.2500,2.4220,4.8618,12.3839,4.1650,4.7120,5.1670,5.5340,6.0160,6.6550,6.9880
14/10/2010,4.9000,4.9200,4.9390,4.9913,5.1900,5.4300,5.6350,5.8250,6.1700,6.4350,4.5000,0.2500,2.5076,4.8450,12.4125,4.1800,4.7000,5.1310,5.5440,6.0210,6.6890,6.9590
15/10/2010,4.8800,4.9020,4.9250,4.9540,5.1530,5.4250,5.6545,5.8700,6.2250,6.5300,4.5000,0.2500,2.5597,4.8700,12.4343,4.1500,4.6990,5.1280,5.5620,6.0600,6.7560,7.0240
18/10/2010,4.8750,4.8850,4.9000,4.9100,5.1150,5.3600,5.6000,5.8100,6.1850,6.4800,4.5000,0.2500,2.5075,4.8749,12.4095,4.1850,4.6740,5.0880,5.5350,6.0600,6.7660,7.0470
19/10/2010,4.8795,4.8815,4.8898,4.9050,5.1013,5.3430,5.5900,5.8000,6.1850,6.4700,4.5000,0.2500,2.4752,4.8649,12.5245,4.1650,4.6520,5.0710,5.5380,6.0750,6.7800,7.0470
20/10/2010,4.8750,4.8775,4.8850,4.9190,5.0910,5.3400,5.5675,5.8075,6.1800,6.4900,4.5000,0.2500,2.4788,4.8400,12.3963,4.1830,4.6480,5.0710,5.5460,6.0890,6.7660,7.0460
21/10/2010,4.8840,4.8775,4.8850,4.9150,5.0913,5.3550,5.5850,5.8295,6.2105,6.5150,4.5000,0.2500,2.5452,4.8750,12.3908,4.1130,4.6340,5.0600,5.5520,6.0920,6.7960,7.0540
22/10/2010,4.8850,4.8795,4.8925,4.9200,5.1050,5.3750,5.6003,5.8600,6.2350,6.5475,4.5000,0.2500,2.5541,4.8550,12.3372,4.1130,4.6270,5.0670,5.5540,6.1340,6.8260,7.0700
25/10/2010,4.8720,4.8795,4.8915,4.9200,5.0950,5.3750,5.5850,5.8373,6.2250,6.5300,4.5000,0.2500,2.5613,4.8700,12.3612,4.1820,4.6250,5.0610,5.5350,6.1120,6.8240,7.0580
26/10/2010,4.8720,4.8795,4.8900,4.9200,5.0850,5.3650,5.6040,5.8640,6.2585,6.5750,4.5000,0.2500,2.6393,4.8300,12.4136,4.1830,4.6130,5.0440,5.5520,6.1510,6.8430,7.0890
27/10/2010,4.8720,4.8795,4.8900,4.9200,5.0075,5.2850,5.5300,5.7850,6.1850,6.4888,4.5000,0.2500,2.7198,4.8500,12.4516,4.1590,4.5890,5.0350,5.5360,6.1360,6.8260,7.1000
28/10/2010,4.8720,4.8795,4.8900,4.9200,4.9600,5.2150,5.4550,5.7000,6.1050,6.4125,4.5000,0.2500,2.6576,4.8775,12.3619,4.0860,4.5360,4.9490,5.4420,6.0450,6.7600,7.0560
29/10/2010,4.8720,4.8795,4.8900,4.8700,4.9850,5.2225,5.4450,5.6750,6.0950,6.4200,4.5000,0.2500,2.5993,4.8500,12.3450,4.1310,4.5360,4.9500,5.4280,6.0420,6.7780,7.0860
01/11/2010,4.8720,4.8400,4.8900,4.8700,4.9700,5.2150,5.4500,5.6800,6.1225,6.4400,4.5000,0.2500,2.6229,4.8550,12.3366,4.1130,4.5520,4.9540,5.4460,6.0990,6.8140,7.1250
02/11/2010,4.8720,4.8400,4.8900,4.8700,4.9700,5.2150,5.4500,5.6800,6.1225,6.4400,4.5000,0.2500,2.5866,4.8550,12.2959,4.1130,4.5520,4.9540,5.4460,6.0990,6.8140,7.1250
03/11/2010,4.8720,4.8400,4.8900,4.7900,4.9050,5.1525,5.4100,5.6275,6.0900,6.4263,4.5000,0.2500,2.5702,4.8250,12.2462,4.1750,4.5050,4.8810,5.4290,6.0850,6.8720,7.1730
04/11/2010,4.7875,4.7700,4.7135,4.7025,4.8325,5.0850,5.3403,5.5350,6.0900,6.3800,4.5000,0.2500,2.4890,4.8495,12.2368,4.2900,4.4430,4.8180,5.3660,6.0530,6.8660,7.1910
05/11/2010,4.8100,4.7700,4.7135,4.7200,4.8800,5.1300,5.3813,5.5950,6.0300,6.4300,4.5000,0.2500,2.5304,4.8450,12.2024,4.2910,4.4290,4.8100,5.3480,6.0660,6.8790,7.1950
08/11/2010,4.8100,4.7700,4.7135,4.7200,4.9100,5.1550,5.4000,5.6125,6.0540,6.4500,4.5000,0.2500,2.5502,4.8895,12.2254,4.3160,4.4340,4.8230,5.3410,6.0890,6.9080,7.2310
